"id","text"
190,"@BorisJohnson : Can voters really trust you &amp; the Conservative Government? Prove that you keep your word #DontBetrayAnimals- Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare #bantrophyhunting #furfreebritain"
191,"@Ethica11y_Vegan This government is reneging on all the promises made on animal welfare, hunting and green issues. Jonstons getting away with bare faced lies and not many people care."
192,"@BorisJohnson 
Most disappointed that the Government was wavering on its commitment to ban the import of fur and foie gras. All animal welfare legislation is at risk of being abandoned, including manifesto plans to ban trophy hunting imports."
193,"Bird flu's grisly question: How to kill millions of poultry -- Methods include using firefighting foam or filling barns with carbon dioxide. Animal welfare groups say that's cruel. https://t.co/L2FBuBxLx0"
194,"Lawsuit Alleges USDA Secretly Relaxed Animal Welfare Inspections https://t.co/PWcBlqKdJd https://t.co/tThLDRaCya"
195,"“We must focus on refugees entering with their dogs &amp; cats as a priority. Groups of unaccompanied rescue dogs are best helped in Ukraine &amp; neighbourhood counties by animal welfare organisations” ⁦@cristo_radio⁩ ⁦@talkRADIO⁩ ⁦@Naturewatch_org⁩ ⁦#ukraine https://t.co/FewDfrAAVo"
196,"Putin knows that the bond between Ukrainian people &amp; pets has inspired the world so his troops are being ordered to kill the dogs as they withdraw. This is evil war on human &amp; animal rights #Ukraine https://t.co/DWwvY6KnWD"
197,"Well done everyone who helped make this happen a great step for animal rights @ZacGoldsmith @BornFreeFDN @HSIUKorg @RSPCA_official @LeagueACS @WCL_News @IFAWUK @PETAUK @OtlPodcasts @ChrisGPackham @AndrewLacs https://t.co/8qoZdSaKNU"
198,"russia need to be removed from united nations animal rights comity"
199,"@jessedrbark @NMBewitched @zionsmission @ckarr2 @GoldenBeverley @BeverlyMann19 @RalucaFlorea12 @Gingy4Usa @sachikoko @LilacMoon_8 @ossocool Good luck to you all and who is Jesse +Dr Bark ? Are they famous or well known animal rights people ?"
200,"@pilatesdev You know is territorial animal 😂 it don’t know property rights…"
201,"""Reduction of excess meat consumption is amongst the most effective measures to mitigate GHG emissions, with a high potential for environment, health, food security, biodiversity, and animal welfare co-benefits,' the report stated"""
202,"@birchlse Broom’s ‘coping’ definition of animal welfare is not particularly popular in modern animal welfare science thinking…also removed from OIE…It just doesn’t make sense anymore and especially when aligned with concepts like sentience and consciousness."
203,"As someone who characterises animal welfare in affective state terms, when I see ‘animal health and welfare’ I read the equivalent of ‘oranges and fruit’. Health is one domain of animal welfare much like oranges are one type of fruit. #healthORwelfare  #nothealthANDwelfare"
204,"@AMCELL Oh my gosh!!! I just had to recommend a research proposal be declined for funding today because the PI insisted (multiple times) that they did not need animal ethics approval for observational welfare assessments."
205,"@zoophilosophy For sure! But then I wonder how they might characterise animal welfare (if it doesn’t apparently include health)."
206,"Where are the animal rights? I want to see environmentalist's vs animal rights people fight over this (though most of these 2 are same people) #savethebaldeagles https://t.co/JdjPJznssN"
207,"It will happen #WORLDWIDE
#MakePetitions

UK law will now
recognise animals feel joy, pain &amp; fear.

On 7th April, the House of Lords
voted
through the updated Animal Welfare
(Sentience) Bill.
Now
goes to Royal Assent,
so it can be enshrined in legislation.
https://t.co/gRNRx0SS4c"
208,"Student lambing rota in full swing now. Developing excellent animal welfare skills during this pivotal part of the farming calendar is a key part of a great student experience in Agriculture at Kirkley Hall #NorthlandColl. Hard work pays off #newlife https://t.co/kETfA9Ds6l"
209,"Wish more people would help causes like Animal Welfare etc.That's why I am on here.Wish more people would join our fight."
210,"@Clark1995Clark @rickygervais Ricky has a lot of wisdom,and that is why I often use his quotes for animal welfare.Sorry but that's where he is wisest the most to me. https://t.co/MfNlx0OpXf"
211,"STAE with nation’s leading animal welfare groups in today’s Guardian demanding PM honour not betray promises for the Asian elephants. GOVT 
https://t.co/xiwTQMeJmb
@BorisJohnson"
212,"#RickyGervais  fans #Afterlife fans.#Animal lovers.We all.know how diligently Ricky fights 4 animal rights. I think he would appreciate if more people became the voice 4 them &amp; joined the fight .Animals can't speak,but we can for them.They so need our help.Please help them. https://t.co/KmForE50WZ"
213,"@Hayes1776usa2nd One more piece of trash on top of the huge rotting pile. I don't believe that she-thing is an environmentalist either. I'm starting to wonder if she wasn't stealing $$ from environmental &amp; animal rights groups. That's 1 more horrifying thought. I'd like to find out tho."
214,"@FiveGuys There's no excuse for @FiveGuys' awful animal welfare standards! https://t.co/fmgZXUTITW"
215,"@wxyzdetroit Changing the conversation it seems to me animal have more right than certain human being.  Protecting the animal's rights but not protecting human right YOU know black Brown people.  OH MY BAG TALKING TOO MUCH  👀"
216,"BREAKING ❗️

The UK Government has passed the Animal Welfare (Sentience) Bill, meaning animals will once again be legally recognised as sentient &amp; for the first time ever decapod crustaceans and cephalopods will become legally recognised as sentient!  #SeaTheirSuffering https://t.co/7lXlpKKUSq"
217,"@MaryJoe38642126 @kimbabutler @DancinLionheart @people @RealWillSmithFP She/he is not an animal rights activist at all. She only has nonsense in her account.😆😆😆🤦🏻‍♀️"
218,".@BorisJohnson #DontBetrayAnimals Boris Johnson! I stand with @fourpawsuk, we need you to keep your promises for animal welfare! #AnimalRights #AninmalWelfare #BanTrophyhunting #FurFreeBritain #EndTheFurTrade #MakeFurHistory #FurFreeBritain #FFUK"
219,"Animals can experience joy, pleasure, pain, and fear – yet UK law does not recognise it. We have an opportunity to change this! Urge your MP to support the Animal Welfare (Sentience) Bill. #AnimalRights #AnimalWelfare #AnimalSentienceBill https://t.co/gvr2HhuAQL"
220,"Envigo’s dog factory farm was recently cited by the @USDA for 39 violations of the Animal Welfare Act. Help #protectbeaglesinVA! https://t.co/oeNeiFpTFi via @PETA"
221,"@GBNEWS Absolutely right.  And religions should endorse animal welfare not inflict suffering."
222,"#MeghanMarkle's patronage of Mayhew, a UK-based animal welfare charity, has officially come to an end

The org announced the news via Twitter, writing in a statement:""..Thank you to Meghan, the Duchess of Sussex. You'll always be part of the Mayhew family"" https://t.co/PdEOhoBLjw"
223,"@GBNEWS Why do our high levels of animal welfare be compromised because of some medieval religion."
224,"The UK Government has officially passed the Animal Welfare (Sentience Bill). This means that animals will legally be recognised as sentient again and decapod crustaceans and cephalopods will become legally recognised as sentient for the first time! https://t.co/LwjbrPrk7X"
225,"@MailOnline #BFTWNI 
Animal rights activists PETA tell Aintree pub they should show hobby horse racing instead of the Grand National
https://t.co/x06sUrdwKi"
226,"@Bovidiva @_LiamWalker_ 2) ext. You're typically, and conveniently missing out extremely important points of where animal feed comes from (hint, not UK), methane, pollution run off, muck spreading, rainforest destruction.. to name but a few. + Animal welfare is appalling.

3) Clutching at straws."
227,"Philippine animal welfare society: Fighting Against Animal Cruelty and Neglect - Firma la petizione! https://t.co/Gie5YIaNp6 via @ChangeItalia"
228,"Philippine animal welfare society: Fighting Against Animal Cruelty and Neglect - Firma la petizione! https://t.co/q3vDl8lLdP via @ChangeItalia"
229,"Philippine animal welfare society: Fighting Against Animal Cruelty and Neglect - Firma la petizione! https://t.co/qZQ9Nu5BOh via @ChangeItalia"
230,"STAE with nation’s leading animal welfare groups in today’s Guardian demanding PM honour not betray promises for the Asian elephants. GOVT 
https://t.co/iUZkG5s5gZ
@BorisJohnson"
231,"Animal Welfare League forum to focus on loss of pets. 
#animalwelfareleagueofarlington #pets 

https://t.co/JC7cos9QYS"
232,"The Sentience Bill passed its final stages in the UK parliament. This is the first time invertebrates like crabs and shrimp (some of the most exploited but neglected animals) will be legally recognized as sentient individuals 🐙🦀 Congrats @crab_welfare
https://t.co/yvUwWln1LE"
233,"The 'Animal Sentience' Bill has completed Parliament having just passed in the House of Lords – next step Royal Assent!

Well done to everyone who campaigned to make this happen.

This is a big step towards recognising the rights of animals."
234,"The news is out! I'm standing in the upcoming Southend Local Elections for The Animal Welfare Party @AnimalsCount 

I'm honoured to be able to try and improve my hometown for all the animals, people and environment.

https://t.co/xUfo9mSDjX"
235,"Prosecutors silence evidence of cruel factory farm practices in animal rights cases https://t.co/eQd4eCJYgc by @natashalennard"
236,"✊
Protester glues hand to table during California hearing https://t.co/9NrP20xzPf) via @sfchronicle"
237,"Animal Rights Activists Rescued Two Piglets From Slaughter. They Wanted to Get Caught. https://t.co/5JMpG8UHbQ Follow @newrepublic"
238,"STAE with nation’s leading animal welfare groups in today’s Guardian demanding PM honour not betray promises for the Asian elephants. GOVT 
https://t.co/mpd09ExzOP
@BorisJohnson"
239,"Liberals have racist dog whistles too: animal rights, veganism, sustainable, eco-friendly, carbon emissions, etc."
240,"@kitsuragipilled ik ops middle eastern but this rhetoric of moralizing animal suffering like this always reminds me of ppl comparing animal rights to like. systemic racism"
241,"@Catorrina I thought liberals were pro animal rights.  That’s all    🤷🏼‍♀️.  Your rules, not mine"
242,"Congratulations Conservative Animal Welfare! Big win for animals today 💙💙💙 https://t.co/GwqjwhTvtU"
243,"@HSIUKorg @JoannaLumleyUK @marcthevet @AleshaOfficial @Animal_Watch @_AnimalAdvocate @ChrisGPackham @PeterEgan6 @AnimalRightsUK @DrAmirKhanGP @NickTaylorLLB Just to confirm, didn't we already have sentience when we were in the EU? I know it was taken out when we left but now it's back in what will change? EU have sentience and look at the state of their welfare....no ban on live exports, barren farming rabbits, bull fighting..."
244,"We need the UK Government @10DowningStreet to keep its animal welfare promises. Please join me today and urge @BorisJohnson protects animals without delay. #KeepYourPromises https://t.co/ktCUOP8dvy"
245,"Many of us in the animal rights movement are familiar with the award-winning photojournalist Jo-Anne McArthur and her vast collection of haunting images of abused animals. What many of us are unaware of, however, are her insightful, joyous, and fun views on being child-free. https://t.co/k921Q0Jfir"
246,"@clairemcilvenna @XRebellionUK I have been on plenty of animal rights demo's,and I was at the""stop the war""rallies for the first Gulf war in the eighties!
Trouble is,that last set of demos had an effect,but at the great expense of all subsequent demos!..now we're headed for being stuffed!"
247,"@clairemcilvenna @XRebellionUK including our animal rights demo's!...It really is a road to nowhere and vicious chain ...We need to think up more clever and psychological ways of influencing folk!"
248,"One of UK's last reptile markets to stop after animal rights group pressure @rise_to_fame_tv #satoshirealcoin #Ukraine @the_tycoon_k https://t.co/gh0h5LNTp9"
249,"This is fantastic news for animals! Crabs, lobsters &amp; octopus, as well as our four-legged friends, will now be protected in the UK. The new law will be known as the Animal Welfare (Sentience) Act 2022. Thank you to everybody who campaigned for this! https://t.co/52Kpj61x3x"
250,"⭐Shirley Setia – Celeb For Good
Actor and singer @ShirleySetia is a huge animal lover &amp; cares deeply about their welfare. #BeautifulIndians @FeminaIndia https://t.co/LhJD9nj3wY"
251,"They Jews,Muslimsetc, SHOULD become Vegetarian it is a NO BRAINER!   https://t.co/iKlUpEj7Fd"
252,"The Duchess of Sussex, #MeghanMarkle Shares “Heartbreak” After Death of Friend and Animal Welfare Activist Oli Juste. ▸ https://t.co/J1qGYhXHcY https://t.co/kbN1McDt9X"
253,"@GBNEWS ALL animals should be stunned before slaughter &amp; halal should be banned. It's a barbaric practise &amp; should not be happening in 2022. Animal welfare should come before any religion. Denmark has banned it. The UK should follow."
254,"""Cabral sat down &amp; quickly applied superglue to her left hand &amp; placed it on the table in front of her. Committee officials turned off her mic, but Cabral kept speaking.

Committee chair Rivas, a Dem from Hollister, then stopped the hearing...""

https://t.co/56o7reHlcD"
255,"I've just signed this @FourPawsUK petition to make animal welfare a global priority. This pandemic should be a turning point in improving our relationship with animals and nature. Because #TheySufferWeSuffer. You can join me, here: 
 https://t.co/uBL07bfNzn 
Please sign &amp; RT.❤️❣️"
256,"e.l.f. is a good, cruelty-free, beauty product firm endorsed by PETA. I checked them out before ordering their face primer from Boots. It's easy to forget that too many companies STILL don't have a no-test animal welfare policy. They don't deserve our custom: they're lazy/cruel. https://t.co/J8rahT1g7W"
